index,noise_type,snr_db,original_index
116286,gaussian,-20,22830
116287,sp,-10,15477
116288,burst,-15,7557
116289,gaussian,-10,2597
116290,gaussian,-10,16806
116291,gaussian,-20,2065
116292,gaussian,-25,5451
116293,sp,-10,46542
116294,sp,-25,12399
116295,burst,-20,35880
116296,gaussian,-25,43838
116297,gaussian,-10,1352
116298,sp,-10,40505
116299,burst,-10,27374
116300,gaussian,-20,43860
116301,gaussian,-30,8973
116302,gaussian,-20,20638
116303,burst,-10,7291
116304,gaussian,-10,49973
116305,gaussian,-30,42611
116306,gaussian,-25,6227
116307,gaussian,-15,25974
116308,gaussian,-25,34144
116309,gaussian,-10,7189
116310,gaussian,-15,38302
116311,burst,-15,18578
116312,sp,-20,12914
116313,gaussian,-25,16641
116314,sp,-10,17379
116315,gaussian,-15,17607
116316,gaussian,-10,859
116317,gaussian,-30,21646
116318,burst,-15,32104
116319,gaussian,-10,43774
116320,sp,-15,18655
116321,burst,-10,15658
116322,gaussian,-10,39152
116323,sp,-30,36365
116324,sp,-30,26114
116325,sp,-30,8933
116326,sp,-30,4983
116327,gaussian,-30,31889
116328,sp,-25,30186
116329,burst,-20,36891
116330,sp,-20,30885
116331,gaussian,-30,34222
116332,sp,-30,47789
116333,sp,-30,4629
116334,sp,-10,15553
116335,sp,-15,16014
116336,gaussian,-10,30244
116337,burst,-25,32846
116338,burst,-25,9186
116339,sp,-20,40683
116340,gaussian,-30,17547
116341,gaussian,-15,19383
116342,gaussian,-10,6461
116343,sp,-30,29528
116344,sp,-10,7714
116345,gaussian,-30,33503
116346,burst,-15,41934
116347,sp,-15,32067
116348,gaussian,-15,3994
116349,gaussian,-15,10566
116350,sp,-10,44071
116351,gaussian,-25,39197
116352,sp,-30,37344
116353,sp,-25,43397
116354,sp,-10,41452
116355,gaussian,-20,20955
116356,burst,-10,23280
116357,gaussian,-20,24338
116358,sp,-25,29827
116359,gaussian,-15,19013
116360,burst,-25,16686
116361,gaussian,-20,15784
116362,gaussian,-15,9409
116363,gaussian,-30,30378
116364,gaussian,-20,48821
116365,burst,-10,5096
116366,gaussian,-25,33955
116367,burst,-15,12946
116368,sp,-25,49627
116369,sp,-10,15404
116370,burst,-15,49511
116371,burst,-10,49359
116372,gaussian,-20,12174
116373,sp,-10,13141
116374,sp,-10,1296
116375,sp,-30,6453
116376,sp,-30,23070
116377,gaussian,-15,19123
116378,burst,-30,29155
116379,sp,-10,37716
116380,gaussian,-10,8469
116381,sp,-25,35118
116382,sp,-20,23387
116383,sp,-30,38456
116384,gaussian,-20,44158
116385,gaussian,-20,31793
116386,burst,-15,38089
116387,sp,-20,1596
116388,gaussian,-15,38114
116389,sp,-20,43387
116390,gaussian,-25,4758
116391,gaussian,-15,37547
116392,burst,-30,9806
116393,burst,-10,46212
116394,gaussian,-10,5067
116395,sp,-30,32792
116396,burst,-10,15182
116397,sp,-10,16964
116398,burst,-25,4465
116399,gaussian,-15,44620
116400,gaussian,-15,46357
116401,burst,-10,17405
116402,gaussian,-15,10943
116403,gaussian,-25,43381
116404,burst,-30,21867
116405,burst,-15,26299
116406,burst,-25,28323
116407,gaussian,-15,45723
116408,burst,-20,45435
116409,sp,-10,46388
116410,burst,-30,19115
116411,burst,-15,34903
116412,gaussian,-25,11772
116413,burst,-10,47728
116414,sp,-10,23008
116415,gaussian,-15,22270
116416,sp,-15,28841
116417,sp,-25,5223
116418,burst,-30,27755
116419,burst,-25,11741
116420,gaussian,-25,11169
116421,burst,-25,49088
116422,gaussian,-10,12820
116423,gaussian,-15,22598
116424,sp,-10,8836
116425,burst,-25,3796
116426,gaussian,-30,29789
116427,sp,-15,2245
116428,burst,-20,8586
116429,burst,-20,37855
116430,burst,-30,19739
116431,burst,-10,41643
116432,burst,-25,30813
116433,burst,-10,7779
116434,burst,-15,14203
116435,sp,-30,37535
116436,sp,-30,26499
116437,burst,-15,37896
116438,gaussian,-15,24640
116439,sp,-15,404
116440,sp,-25,29545
116441,sp,-15,41136
116442,sp,-15,18439
116443,sp,-30,4679
116444,sp,-10,31661
116445,burst,-10,34370
116446,burst,-20,30338
116447,gaussian,-30,2886
116448,burst,-10,703
116449,burst,-10,24263
116450,burst,-20,46955
116451,sp,-15,4727
116452,sp,-10,6467
116453,sp,-15,22309
116454,gaussian,-30,30939
116455,gaussian,-25,33668
116456,burst,-15,23370
116457,sp,-10,11442
116458,gaussian,-15,2995
116459,sp,-30,45590
116460,gaussian,-30,3040
116461,sp,-30,32159
116462,sp,-10,26828
116463,burst,-20,4000
116464,burst,-10,8024
116465,gaussian,-10,36188
116466,burst,-15,40610
116467,burst,-10,39764
116468,sp,-15,45138
116469,gaussian,-10,735
116470,burst,-15,11596
116471,sp,-30,18932
116472,gaussian,-15,19035
116473,sp,-25,19037
116474,sp,-20,33826
116475,burst,-30,33722
116476,sp,-20,2009
116477,sp,-15,1018
116478,sp,-30,12396
116479,gaussian,-25,28595
116480,burst,-10,10278
116481,burst,-15,6018
116482,burst,-25,22658
116483,gaussian,-10,32452
116484,sp,-20,28330
116485,gaussian,-20,19842
116486,sp,-10,44056
116487,burst,-15,28744
116488,sp,-30,28366
116489,gaussian,-10,33776
116490,gaussian,-30,32654
116491,burst,-15,8959
116492,gaussian,-30,2914
116493,gaussian,-15,24302
116494,gaussian,-15,37663
116495,gaussian,-10,16408
116496,sp,-25,11634
116497,gaussian,-15,21896
116498,sp,-15,16176
116499,burst,-25,43410
116500,sp,-25,10298
116501,burst,-10,16607
116502,sp,-30,1922
116503,sp,-10,15583
116504,burst,-15,989
116505,gaussian,-20,13360
116506,gaussian,-10,32207
116507,burst,-25,25655
116508,gaussian,-30,39632
116509,sp,-25,47584
116510,burst,-15,29082
116511,sp,-10,49002
116512,burst,-15,4936
116513,sp,-25,28018
116514,burst,-10,30783
116515,gaussian,-10,25168
116516,burst,-30,19911
116517,burst,-25,9820
116518,burst,-15,39512
116519,burst,-20,9224
116520,gaussian,-25,26180
116521,gaussian,-10,46283
116522,sp,-20,37839
116523,burst,-25,6391
116524,gaussian,-10,28286
116525,sp,-15,33406
116526,gaussian,-20,23472
116527,sp,-20,40976
116528,sp,-15,16836
116529,sp,-15,28039
116530,burst,-20,14479
116531,burst,-15,24797
116532,sp,-30,36166
116533,gaussian,-20,35318
116534,gaussian,-10,32310
116535,burst,-30,40908
116536,gaussian,-30,41277
116537,burst,-15,30231
116538,sp,-10,36840
116539,sp,-20,11454
116540,burst,-30,24113
116541,sp,-30,36850
116542,gaussian,-25,24885
116543,sp,-25,3762
116544,sp,-20,34551
116545,sp,-10,32435
116546,burst,-15,44956
116547,gaussian,-10,13383
116548,gaussian,-15,42972
116549,burst,-30,13480
116550,gaussian,-15,5325
116551,burst,-30,25164
116552,sp,-30,31287
116553,sp,-15,35348
116554,sp,-10,19135
116555,gaussian,-25,20033
116556,sp,-25,6430
116557,burst,-20,45096
116558,sp,-20,40907
116559,sp,-10,7185
116560,gaussian,-20,23156
116561,burst,-20,18410
116562,gaussian,-15,13820
116563,burst,-15,1445
116564,sp,-15,37556
116565,gaussian,-15,29439
116566,burst,-15,22956
116567,sp,-10,16315
116568,gaussian,-30,27402
116569,sp,-10,26621
116570,sp,-15,32270
116571,sp,-30,44391
116572,burst,-20,16908
116573,burst,-25,10148
116574,gaussian,-15,33
116575,sp,-25,26456
116576,burst,-25,13729
116577,gaussian,-10,18458
116578,burst,-20,36578
116579,burst,-10,1410
116580,sp,-30,24641
116581,sp,-15,12130
116582,gaussian,-10,11103
116583,sp,-30,16198
116584,gaussian,-15,45829
116585,sp,-25,18521
116586,burst,-10,42016
116587,sp,-15,24023
116588,burst,-20,8035
116589,gaussian,-15,31290
116590,sp,-20,14278
116591,sp,-10,48483
116592,burst,-20,150
116593,sp,-15,40931
116594,gaussian,-10,5506
116595,burst,-20,33665
116596,burst,-15,38468
116597,burst,-20,11098
116598,burst,-30,45486
116599,gaussian,-25,48590
116600,sp,-10,2268
116601,burst,-20,40885
116602,burst,-15,6484
116603,gaussian,-25,41601
116604,sp,-20,39405
116605,gaussian,-30,49702
116606,gaussian,-10,11825
116607,burst,-15,47143
116608,sp,-25,38777
116609,sp,-25,12531
116610,sp,-10,24613
116611,sp,-20,22856
116612,burst,-25,44467
116613,burst,-20,25653
116614,burst,-25,24224
116615,gaussian,-20,39451
116616,burst,-25,43622
116617,burst,-20,46581
116618,gaussian,-25,7000
116619,sp,-15,37944
116620,gaussian,-20,548
116621,sp,-20,5012
116622,gaussian,-10,35802
116623,burst,-25,15668
116624,gaussian,-25,27202
116625,gaussian,-25,33798
116626,burst,-30,17855
116627,sp,-15,2019
116628,gaussian,-20,39528
116629,sp,-20,26491
116630,gaussian,-25,45981
116631,gaussian,-30,4889
116632,sp,-30,36983
116633,burst,-15,10254
116634,sp,-25,26852
116635,burst,-30,29542
116636,sp,-15,8115
116637,gaussian,-10,40265
116638,sp,-20,4848
116639,gaussian,-10,30873
116640,sp,-30,34650
116641,sp,-30,19646
116642,gaussian,-10,31983
116643,sp,-10,29851
116644,gaussian,-30,28623
116645,sp,-20,5731
116646,gaussian,-30,29575
116647,sp,-10,30838
116648,sp,-10,13636
116649,burst,-20,1872
116650,burst,-15,16715
116651,sp,-10,33722
116652,sp,-20,49996
116653,burst,-20,30233
116654,burst,-10,19128
116655,burst,-10,36378
116656,sp,-25,27284
116657,gaussian,-10,1942
116658,burst,-25,20895
116659,sp,-25,34848
116660,burst,-30,8982
116661,sp,-15,12979
116662,sp,-25,19043
116663,sp,-20,44761
116664,sp,-10,42272
116665,sp,-10,26111
116666,burst,-20,19149
116667,sp,-25,41815
116668,sp,-25,47512
116669,gaussian,-30,9721
116670,sp,-30,19087
116671,sp,-10,40066
116672,burst,-25,20415
116673,sp,-15,18111
116674,burst,-30,9195
116675,gaussian,-15,1182
116676,sp,-10,10369
116677,gaussian,-15,44568
116678,sp,-10,36636
116679,sp,-20,21864
116680,gaussian,-25,3452
116681,burst,-25,28847
116682,sp,-30,11898
116683,burst,-15,1352
116684,burst,-20,46032
116685,burst,-25,32691
116686,gaussian,-10,37762
116687,sp,-25,13867
116688,gaussian,-20,40719
116689,sp,-20,34107
116690,burst,-25,18646
116691,gaussian,-20,21844
116692,burst,-25,4997
116693,burst,-10,27270
116694,gaussian,-20,33963
116695,sp,-20,40191
116696,burst,-25,40315
116697,gaussian,-15,25493
116698,sp,-30,308
116699,sp,-15,17165
116700,burst,-10,24083
116701,gaussian,-10,17999
116702,gaussian,-20,8264
116703,gaussian,-20,13942
116704,gaussian,-15,40264
116705,gaussian,-15,19666
116706,gaussian,-10,19627
116707,gaussian,-30,10499
116708,sp,-30,48459
116709,burst,-15,11337
116710,burst,-30,30600
116711,burst,-30,14336
116712,burst,-10,23295
116713,gaussian,-30,16695
116714,burst,-15,13626
116715,gaussian,-15,8303
116716,sp,-20,24105
116717,sp,-25,25443
116718,gaussian,-20,31132
116719,sp,-15,20565
116720,gaussian,-20,20863
116721,sp,-10,35797
116722,burst,-20,31289
116723,burst,-15,32822
116724,gaussian,-20,16896
116725,burst,-30,21645
116726,burst,-30,45394
116727,gaussian,-15,27502
116728,burst,-25,36893
116729,burst,-30,33241
116730,burst,-15,43678
116731,burst,-25,9508
116732,burst,-10,21057
116733,burst,-15,4087
116734,gaussian,-10,46644
116735,gaussian,-20,44795
116736,burst,-20,40892
116737,gaussian,-15,20250
116738,sp,-10,24136
116739,gaussian,-30,37538
116740,gaussian,-15,2471
116741,sp,-10,3807
116742,burst,-30,40208
116743,gaussian,-10,17307
116744,gaussian,-25,25409
116745,burst,-20,15003
116746,gaussian,-15,26005
116747,gaussian,-30,1121
116748,gaussian,-20,27474
116749,sp,-30,366
116750,gaussian,-25,32194
116751,burst,-10,25866
116752,sp,-15,8892
116753,burst,-20,18344
116754,burst,-10,22130
116755,burst,-10,27684
116756,burst,-25,15342
116757,sp,-15,39798
116758,sp,-30,7464
116759,sp,-15,25905
116760,burst,-30,9750
116761,sp,-30,25299
116762,sp,-30,29367
116763,burst,-15,13456
116764,burst,-20,3546
116765,gaussian,-10,39465
116766,sp,-30,5068
116767,burst,-20,20089
116768,gaussian,-30,8868
116769,burst,-25,10182
116770,gaussian,-20,6776
116771,sp,-25,10660
116772,gaussian,-20,17690
116773,sp,-30,3359
116774,sp,-30,13965
116775,gaussian,-20,36054
116776,sp,-15,46823
116777,sp,-30,28124
116778,gaussian,-20,41017
116779,burst,-20,18893
116780,burst,-30,5919
116781,burst,-10,24103
116782,burst,-20,45863
116783,burst,-25,9382
116784,sp,-30,7737
116785,burst,-20,6252
116786,gaussian,-25,3265
116787,sp,-20,26966
116788,gaussian,-25,3688
116789,burst,-25,11039
116790,burst,-20,6472
116791,gaussian,-10,15976
116792,burst,-20,28502
116793,gaussian,-15,49021
116794,sp,-25,15374
116795,burst,-25,40504
116796,burst,-20,28746
116797,gaussian,-15,598
116798,gaussian,-10,3035
116799,sp,-15,5409
116800,sp,-10,20523
116801,gaussian,-30,46924
116802,sp,-20,6515
116803,sp,-10,3102
116804,sp,-15,30522
116805,sp,-30,39408
116806,sp,-25,5157
116807,burst,-15,29844
116808,burst,-20,36562
116809,gaussian,-20,47533
116810,sp,-15,46358
116811,gaussian,-25,20815
116812,sp,-25,1139
116813,sp,-15,11514
116814,gaussian,-25,26176
116815,burst,-20,7840
116816,burst,-30,43935
116817,gaussian,-25,2406
116818,burst,-15,24504
116819,sp,-10,26538
116820,sp,-30,18699
116821,sp,-20,37763
116822,burst,-30,1754
116823,sp,-30,42650
116824,sp,-20,47853
116825,gaussian,-30,10027
116826,burst,-10,6774
116827,sp,-30,46334
116828,gaussian,-20,39147
116829,sp,-15,2204
116830,gaussian,-25,22972
116831,burst,-10,33459
116832,sp,-20,48087
116833,sp,-30,27950
116834,sp,-20,45680
116835,sp,-20,26590
116836,gaussian,-20,23563
116837,burst,-25,40960
116838,burst,-30,36956
116839,burst,-25,12525
116840,gaussian,-30,2493
116841,sp,-20,45094
116842,burst,-20,35859
116843,gaussian,-15,11478
116844,sp,-10,9621
116845,sp,-25,24554
116846,gaussian,-15,47082
116847,sp,-15,47430
116848,sp,-25,3901
116849,burst,-20,36991
116850,sp,-15,40218
116851,sp,-20,42004
116852,sp,-30,14218
116853,burst,-10,39203
116854,gaussian,-25,41941
116855,burst,-30,36229
116856,burst,-20,33293
116857,gaussian,-20,23742
116858,burst,-20,11369
116859,sp,-30,31118
116860,burst,-30,42125
116861,gaussian,-30,16887
116862,sp,-20,15556
116863,burst,-15,2707
116864,sp,-20,20635
116865,gaussian,-20,1071
116866,burst,-15,31478
116867,burst,-15,38730
116868,sp,-25,19581
116869,burst,-15,24670
116870,sp,-30,550
116871,gaussian,-15,28526
116872,sp,-25,19596
116873,gaussian,-25,29136
116874,burst,-25,12895
116875,burst,-20,25349
116876,burst,-20,37304
116877,gaussian,-15,36073
116878,sp,-20,12242
116879,burst,-30,21619
116880,gaussian,-30,7091
116881,gaussian,-20,7393
116882,gaussian,-20,23790
116883,burst,-15,14849
116884,burst,-25,28085
116885,sp,-15,41222
116886,burst,-10,38069
116887,gaussian,-15,5049
116888,burst,-25,7926
116889,gaussian,-30,47333
116890,sp,-20,6246
116891,gaussian,-25,23606
116892,burst,-10,10513
116893,burst,-10,12837
116894,sp,-30,41863
116895,gaussian,-15,45292
116896,burst,-10,36777
116897,sp,-10,48489
116898,sp,-15,11916
116899,gaussian,-30,20785
116900,burst,-25,31075
116901,sp,-20,20729
116902,sp,-25,46928
116903,burst,-25,23333
116904,gaussian,-10,36435
116905,sp,-15,31565
116906,gaussian,-30,32893
116907,sp,-15,15881
116908,burst,-25,12727
116909,gaussian,-15,43863
116910,gaussian,-10,39590
116911,sp,-30,6491
116912,burst,-25,27268
116913,sp,-25,24585
116914,sp,-25,1527
116915,sp,-20,3706
116916,gaussian,-10,48761
116917,burst,-30,42992
116918,burst,-15,41331
116919,sp,-30,4801
116920,sp,-15,5153
116921,burst,-10,20039
116922,sp,-30,14990
116923,sp,-15,30282
116924,sp,-25,5517
116925,sp,-25,2947
116926,sp,-25,27027
116927,sp,-20,35484
116928,gaussian,-20,23521
116929,gaussian,-15,29547
116930,burst,-25,44607
116931,sp,-20,8164
116932,sp,-15,17628
116933,burst,-10,39471
116934,sp,-30,36072
116935,burst,-10,37006
116936,sp,-20,44878
116937,gaussian,-20,3529
116938,gaussian,-25,24923
116939,burst,-10,43290
116940,burst,-15,40548
116941,sp,-30,27443
116942,gaussian,-10,33390
116943,burst,-10,13134
116944,burst,-10,24822
116945,burst,-10,4097
116946,gaussian,-20,26661
116947,burst,-15,35523
116948,sp,-10,26636
116949,burst,-15,43913
116950,sp,-10,5409
116951,gaussian,-30,27724
116952,gaussian,-10,36195
116953,gaussian,-15,27655
116954,gaussian,-30,26769
116955,sp,-25,42497
116956,sp,-10,34223
116957,gaussian,-25,39509
116958,sp,-30,14671
116959,sp,-15,27364
116960,burst,-10,2450
116961,gaussian,-15,28188
116962,burst,-30,43797
116963,sp,-30,18065
116964,sp,-20,21590
116965,gaussian,-30,48124
116966,sp,-20,5852
116967,gaussian,-20,47369
116968,gaussian,-30,39064
116969,burst,-30,13961
116970,gaussian,-20,43830
116971,burst,-10,32102
116972,gaussian,-25,45182
116973,sp,-20,49841
116974,burst,-10,27255
116975,sp,-30,47400
116976,burst,-10,31633
116977,gaussian,-30,47666
116978,sp,-15,2546
116979,sp,-30,24554
116980,sp,-10,37995
116981,gaussian,-10,12842
116982,sp,-20,11428
116983,sp,-15,8462
116984,sp,-25,40028
116985,gaussian,-10,17740
116986,gaussian,-15,6173
116987,sp,-20,2788
116988,gaussian,-10,13778
116989,sp,-20,45125
116990,burst,-30,38315
116991,sp,-10,36395
116992,sp,-15,24529
116993,gaussian,-20,3936
116994,sp,-25,9440
116995,sp,-25,25442
116996,gaussian,-20,3043
116997,gaussian,-30,43645
116998,gaussian,-25,34573
116999,gaussian,-20,42005
117000,gaussian,-20,14686
117001,burst,-20,45663
117002,sp,-15,12869
117003,sp,-30,45128
117004,sp,-10,32945
117005,sp,-15,35566
117006,burst,-25,44878
117007,sp,-10,10873
117008,gaussian,-20,11924
117009,gaussian,-15,49402
117010,gaussian,-10,17956
117011,sp,-30,17395
117012,burst,-30,2031
117013,gaussian,-25,47954
117014,sp,-15,30967
117015,burst,-30,4262
117016,burst,-30,44730
117017,burst,-20,27458
117018,gaussian,-25,46353
117019,gaussian,-25,23724
117020,burst,-15,47557
117021,burst,-15,1921
117022,sp,-25,9063
117023,burst,-15,26765
117024,gaussian,-30,39618
117025,sp,-30,26628
117026,sp,-10,37005
117027,gaussian,-30,48916
117028,burst,-10,43598
117029,sp,-10,27590
117030,sp,-25,13224
117031,sp,-20,225
117032,burst,-10,20283
117033,sp,-20,36135
117034,gaussian,-15,49055
117035,burst,-20,19151
117036,sp,-10,20007
117037,sp,-30,3253
117038,burst,-15,33241
117039,burst,-30,33924
117040,gaussian,-20,39725
117041,gaussian,-10,3973
117042,gaussian,-30,29301
117043,burst,-10,45489
117044,gaussian,-20,8457
117045,gaussian,-25,17176
117046,gaussian,-20,14895
117047,burst,-15,2754
117048,gaussian,-20,4828
117049,gaussian,-10,19164
117050,gaussian,-25,46607
117051,sp,-30,6754
117052,gaussian,-15,15243
117053,burst,-30,2329
117054,burst,-20,46157
117055,sp,-30,10576
117056,sp,-20,36143
117057,gaussian,-30,9190
117058,burst,-15,26965
117059,gaussian,-10,33174
117060,gaussian,-30,28369
117061,burst,-25,9851
117062,burst,-25,2347
117063,sp,-30,10516
117064,gaussian,-30,42131
117065,sp,-30,31417
117066,burst,-30,26187
117067,gaussian,-15,41363
117068,burst,-10,18339
117069,gaussian,-30,37753
117070,gaussian,-15,16453
117071,gaussian,-25,31086
117072,sp,-15,20915
117073,burst,-30,34805
117074,burst,-25,25871
117075,sp,-10,14182
117076,sp,-20,13918
117077,sp,-10,43920
117078,sp,-10,19287
117079,sp,-25,17485
117080,sp,-30,9976
117081,burst,-20,38180
117082,gaussian,-25,17644
117083,gaussian,-30,20390
117084,sp,-20,10496
117085,sp,-10,43802
117086,sp,-15,32508
117087,gaussian,-30,1644
117088,gaussian,-10,9862
117089,gaussian,-30,12927
117090,sp,-15,22103
117091,gaussian,-20,23479
117092,burst,-30,34800
117093,gaussian,-15,30207
117094,burst,-25,21635
117095,burst,-30,39013
117096,sp,-25,38323
117097,burst,-20,40456
117098,burst,-25,2046
117099,burst,-25,26381
117100,gaussian,-25,18577
117101,sp,-20,29915
117102,burst,-10,9614
117103,burst,-15,24605
117104,burst,-15,45174
117105,gaussian,-15,25395
117106,sp,-25,7369
117107,burst,-15,28035
117108,sp,-30,49143
117109,sp,-30,12845
117110,sp,-25,37615
117111,sp,-25,7749
117112,sp,-30,4267
117113,burst,-20,35408
117114,gaussian,-30,30183
117115,gaussian,-20,32753
117116,burst,-30,8014
117117,gaussian,-10,42196
117118,burst,-10,23263
117119,sp,-20,18814
117120,burst,-20,49608
117121,gaussian,-30,35855
117122,gaussian,-20,2194
117123,gaussian,-15,49296
117124,burst,-20,19443
117125,burst,-10,40498
117126,gaussian,-10,906
117127,gaussian,-25,764
117128,gaussian,-20,30871
117129,gaussian,-30,42996
117130,gaussian,-25,27981
117131,gaussian,-10,45569
117132,sp,-30,15560
117133,sp,-10,4257
117134,burst,-20,46897
117135,burst,-10,9761
117136,gaussian,-25,1904
117137,gaussian,-15,20843
117138,sp,-30,3752
117139,sp,-25,7811
117140,gaussian,-10,46538
117141,gaussian,-10,41429
117142,gaussian,-30,42455
117143,gaussian,-20,45081
117144,gaussian,-25,23517
117145,gaussian,-30,16090
117146,sp,-30,47387
117147,sp,-10,22389
117148,sp,-20,30472
117149,burst,-15,27862
117150,sp,-30,5583
117151,sp,-20,17495
117152,gaussian,-30,31419
117153,gaussian,-20,9959
117154,sp,-20,1578
117155,sp,-30,43137
117156,burst,-10,49840
117157,burst,-15,38023
117158,gaussian,-10,48201
117159,sp,-25,38503
117160,burst,-30,14920
117161,burst,-10,6081
117162,burst,-25,20618
117163,sp,-15,48077
117164,burst,-30,46068
117165,sp,-30,3047
117166,gaussian,-30,36709
117167,burst,-30,26380
117168,sp,-15,37713
117169,burst,-30,6490
117170,sp,-10,6935
117171,gaussian,-10,12310
117172,gaussian,-25,41480
117173,burst,-30,24744
117174,sp,-25,44442
117175,burst,-25,6532
117176,burst,-30,11697
117177,gaussian,-30,10201
117178,burst,-20,40290
117179,burst,-20,15813
117180,sp,-10,4473
117181,sp,-30,24923
117182,gaussian,-30,35104
117183,gaussian,-30,41494
117184,sp,-25,17119
117185,sp,-15,10186
117186,sp,-10,709
117187,sp,-10,47588
117188,sp,-30,43926
117189,sp,-15,12192
117190,sp,-20,20128
117191,sp,-25,45903
117192,gaussian,-25,38231
117193,sp,-15,28369
117194,gaussian,-20,2320
117195,burst,-25,17526
117196,burst,-15,46767
117197,burst,-30,12561
117198,burst,-30,23816
117199,sp,-25,17003
117200,sp,-20,28003
117201,burst,-25,33439
117202,sp,-10,13127
117203,gaussian,-25,42415
117204,sp,-30,17881
117205,burst,-30,25957
117206,sp,-30,28458
117207,burst,-10,2316
117208,sp,-20,4062
117209,sp,-15,18583
117210,burst,-25,27814
117211,sp,-25,44383
117212,gaussian,-10,49931
117213,burst,-15,38138
117214,gaussian,-20,15477
117215,burst,-25,12902
117216,sp,-25,33914
117217,gaussian,-20,13201
117218,gaussian,-25,40762
117219,burst,-15,2144
117220,burst,-25,7006
117221,sp,-15,30869
117222,sp,-20,26709
117223,burst,-15,47005
117224,gaussian,-20,48444
117225,sp,-10,26099
117226,gaussian,-30,41475
117227,sp,-25,39174
117228,burst,-15,2168
117229,gaussian,-10,765
117230,sp,-30,42288
117231,gaussian,-25,44046
117232,sp,-10,13217
117233,burst,-25,48319
117234,burst,-20,11831
117235,sp,-15,49126
117236,burst,-10,36658
117237,burst,-30,38055
117238,burst,-30,10655
117239,burst,-30,29817
117240,sp,-10,6305
117241,sp,-20,12100
117242,burst,-25,39298
117243,sp,-25,897
117244,burst,-25,6741
117245,sp,-30,34298
117246,gaussian,-30,6038
117247,gaussian,-15,37829
117248,sp,-30,47854
117249,gaussian,-30,6354
117250,burst,-15,20058
117251,sp,-10,41834
117252,sp,-30,3863
117253,sp,-15,14228
117254,gaussian,-10,3757
117255,sp,-20,38504
117256,burst,-10,27502
117257,sp,-10,2181
117258,burst,-25,35029
117259,gaussian,-15,47235
117260,burst,-25,47728
117261,sp,-20,13423
117262,burst,-25,1000
117263,burst,-15,5959
117264,sp,-10,20719
117265,sp,-15,105
117266,sp,-20,5751
117267,burst,-10,22012
117268,burst,-15,47384
117269,sp,-30,19247
117270,burst,-25,48135
117271,burst,-15,15052
117272,burst,-30,7740
117273,burst,-20,45155
117274,burst,-15,41722
117275,burst,-20,17221
117276,sp,-30,28684
117277,sp,-30,35179
117278,gaussian,-25,37265
117279,gaussian,-15,13442
117280,sp,-15,43863
117281,sp,-30,2545
117282,sp,-15,20160
117283,sp,-20,31807
117284,gaussian,-20,41743
117285,burst,-20,897
117286,burst,-25,34643
117287,sp,-25,1341
117288,sp,-15,30853
117289,burst,-25,35276
117290,sp,-25,38112
117291,burst,-10,25956
117292,gaussian,-15,11745
117293,gaussian,-20,13734
117294,burst,-15,10730
117295,burst,-15,49303
117296,burst,-15,29944
117297,sp,-30,41590
117298,gaussian,-25,10663
117299,burst,-30,7095
117300,gaussian,-25,36120
117301,gaussian,-10,18804
117302,sp,-10,28464
117303,gaussian,-25,40546
117304,gaussian,-10,2218
117305,sp,-30,26696
117306,sp,-20,18449
117307,gaussian,-10,5131
117308,burst,-15,32033
117309,sp,-20,23159
117310,gaussian,-20,49461
117311,gaussian,-30,7177
117312,sp,-25,9711
117313,sp,-25,46069
117314,burst,-30,10050
117315,gaussian,-25,15667
117316,gaussian,-25,14256
117317,burst,-30,19717
117318,burst,-30,17681
117319,burst,-30,35968
117320,gaussian,-20,17505
117321,burst,-15,4007
117322,burst,-30,34062
117323,sp,-20,49253
117324,gaussian,-15,30253
117325,gaussian,-15,48143
117326,burst,-15,42516
117327,gaussian,-15,27374
117328,burst,-15,20528
117329,gaussian,-10,41078
117330,sp,-15,10109
117331,gaussian,-15,31251
117332,sp,-20,9785
117333,sp,-10,25624
117334,burst,-30,6347
117335,gaussian,-15,36984
117336,gaussian,-10,6216
117337,sp,-25,42450
117338,burst,-15,26294
117339,burst,-15,49365
117340,burst,-10,16997
117341,burst,-15,18572
117342,burst,-15,49345
117343,sp,-25,44756
117344,gaussian,-10,29228
117345,sp,-15,15000
117346,sp,-30,40787
117347,gaussian,-30,3698
117348,gaussian,-25,11447
117349,burst,-15,25387
117350,sp,-30,22207
117351,sp,-30,26784
117352,sp,-20,35438
117353,sp,-10,41255
117354,burst,-10,47087
117355,sp,-25,27434
117356,gaussian,-20,12320
117357,sp,-30,18690
117358,burst,-10,29862
117359,burst,-25,9866
117360,gaussian,-15,35228
117361,gaussian,-15,16482
117362,gaussian,-15,9298
117363,gaussian,-15,23035
117364,gaussian,-30,41733
117365,gaussian,-10,19236
117366,sp,-30,34645
117367,burst,-10,39793
117368,burst,-20,27586
117369,sp,-15,23081
117370,gaussian,-10,12507
117371,gaussian,-20,43370
117372,sp,-30,32725
117373,sp,-15,43116
117374,burst,-30,28726
117375,sp,-15,17972
117376,sp,-15,1369
117377,sp,-30,6401
117378,sp,-10,39986
117379,gaussian,-20,4786
117380,gaussian,-20,32303
117381,gaussian,-10,18245
117382,burst,-25,47076
117383,sp,-30,929
117384,gaussian,-30,27844
117385,gaussian,-25,32015
117386,gaussian,-10,6038
117387,gaussian,-25,17610
117388,burst,-30,35864
117389,burst,-15,46150
117390,sp,-10,4725
117391,gaussian,-30,49007
117392,sp,-25,27342
